conductivity,thickness
71134277.13,7.42E-06
77332665.94,2.21E-05
40865978.74,6.49E-06
85048365.56,3.76E-05
62799902.73,6.42E-05
16935902.43,2.07E-05
83971983.98,5.00E-05
39912297.6,1.14E-05
32101402.05,9.89E-05
48567905.64,4.03E-05
91148541.62,6.90E-05
20269264.2,7.20E-06
56206130.18,6.72E-05
68260012.72,6.06E-06
72723942.62,3.20E-05
80246122.7,1.28E-05
29213185.13,8.46E-05
14297084.77,3.80E-05
44739400.94,6.25E-06
57673595.19,2.56E-05
89702830.7,3.41E-05
24950136.67,5.80E-05
10909273.72,5.71E-05
98614347.73,2.89E-05
75309728.27,5.21E-05
20792349.2,5.63E-05
38939688.61,9.57E-05
36943659.06,6.05E-05
34798992.01,9.79E-05
2288244.142,9.50E-05
63861890.28,3.70E-05
81912406.41,1.15E-05
66952153.01,3.62E-05
34947617.78,2.44E-05
33612789.33,5.39E-05
15996628.79,9.21E-05
79123936.14,1.72E-05
37193918.54,7.81E-05
93421432.97,8.68E-05
10416263.69,4.08E-05
98908179.95,6.86E-05
42629416.62,6.13E-06
41854990.77,6.90E-05
20232526.87,7.76E-05
8561886.546,2.22E-05
51366726.58,6.25E-05
33547068.96,2.94E-05
30522280.82,5.26E-05
25936778.83,1.12E-05
7302189.077,8.86E-05
42227167.1,9.94E-05
57441878.65,6.42E-06
33228272.44,4.27E-05
11720340.49,6.51E-05
66721228.26,4.00E-05
82135703.23,1.46E-05
24191033.62,4.98E-05
54211788.01,5.60E-05
17459050.49,3.45E-05
35543710.46,1.67E-05
579645.1931,7.42E-05
1671639.044,5.97E-06
94353251.15,1.89E-05
10786206.03,4.30E-05
11358280.45,1.03E-05
76978485.61,3.45E-05
24538767.56,1.41E-05
87128617.28,5.84E-05
53956718.87,1.94E-05
29585916.18,4.46E-05
4927999.169,9.58E-05
40550610.74,2.48E-05
6763157.902,2.79E-06
40286316.15,7.04E-05
69971640.37,3.98E-05
35016660.89,1.04E-05
39799052.24,7.35E-05
62074399.77,2.60E-05
83116090.03,7.38E-05
77749152.66,1.04E-05
57856786.29,1.17E-05
45907025.52,4.11E-05
48533671.57,4.49E-05
85460633.43,4.37E-06
27436427.82,3.56E-05
16846501,5.68E-06
84697714.78,7.10E-05
77758181.6,9.61E-05
54144768.26,4.55E-05
91205528.04,8.62E-05
74573924.56,2.29E-05
63306154.33,1.34E-05
18726189.8,4.41E-05
14298396.49,3.20E-05
18761969.44,1.14E-05
69938472.27,3.76E-05
56628077.46,8.43E-05
79670740.43,1.65E-05
76347708.94,1.49E-05
95800920.23,8.64E-05
23460738.1,2.69E-05
78688699.16,3.08E-05
11631338.37,3.32E-05
40358271.79,3.13E-05
66415058.26,1.44E-05
12913670.42,4.47E-05
72374939.14,4.77E-05
7257778.362,7.94E-05
94928938.41,1.91E-05
16736066.23,9.98E-05
35831726.26,1.57E-05
39186999.35,4.06E-05
5455268.054,5.12E-05
55453311.87,3.01E-05
24434605.86,4.56E-05
2193476.513,3.64E-05
3939812.129,5.37E-06
92045358.22,5.43E-05
16493336.95,7.74E-05
541394.1844,4.58E-05
23849911.75,7.20E-05
26785458.66,1.07E-05
7729656.398,5.55E-06
20205464.27,2.78E-05
71826891.47,1.23E-05
85426451.71,9.34E-05
66333287.49,1.50E-05
35779739.79,8.09E-05
56737150.42,2.72E-05
55173501.03,7.98E-05
48115673.16,2.08E-05
73289069.83,4.31E-05
15733102.57,5.47E-05
56028996.57,6.66E-05
47203362.13,8.70E-06
63435191.74,6.73E-05
16282392.24,2.94E-06
37536305.26,8.51E-05
55277045.48,9.57E-05
31753404.79,9.10E-05
52964156.86,8.11E-05
21960682.67,4.46E-05
1458310.868,6.58E-05
91877919.01,6.50E-06
95374202.51,2.92E-05
34058098.95,8.02E-05
18938690.15,5.81E-05
5076113.727,2.30E-05
36688906.33,8.40E-05
58991719.32,8.90E-05
72884655.44,2.29E-05
17292162.14,1.02E-05
60274458.73,9.18E-05
34462656.58,5.77E-05
42633242.46,8.00E-05
39739415.45,1.82E-05
36221782.81,7.89E-05
16010448.16,3.32E-05
21900083.08,5.78E-05
54470342.58,1.39E-06
52818010.29,5.73E-05
59158414.71,7.58E-05
30465589.69,6.04E-05
34308552.61,3.94E-05
22294250.83,2.20E-05
84420333.53,5.37E-05
72421843.27,7.63E-05
38987225.38,2.74E-05
81744805.37,1.64E-05
52454601.49,9.32E-05
34933001.14,6.74E-05
80685304.55,9.94E-05
9148089.422,2.53E-05
2346853.185,5.18E-05
14173076.67,8.12E-05
38211363.02,4.04E-05
65308695.67,3.46E-06
34738230.8,7.99E-05
62338183.09,6.92E-05
35241869.55,1.79E-05
38098976.04,7.16E-05
43874718.76,2.78E-06
67367635.33,8.76E-05
26873623.92,8.55E-05
79565021.27,9.84E-05
9117561.54,7.12E-05
57094056.15,9.84E-05
80258992.47,2.84E-05
59633728.51,2.02E-05
39014190.75,2.40E-05
21772475.6,7.49E-05
24796259.8,5.74E-05
34577746.31,2.63E-05
35112895.65,1.55E-05
13720688.09,9.21E-05
51085533.63,8.52E-05
21879168.2,7.92E-05
44078079.1,4.98E-05
61012555.27,3.78E-05
14230461.69,9.45E-05
1187382.614,8.06E-05
4213404.801,3.21E-05
91709160.53,8.28E-05
33482119.31,8.67E-05
11151424.05,7.18E-05
87650475.89,8.34E-06
96399396.16,7.99E-05
35821627.9,4.72E-05
70382764.47,4.93E-05
40330463.19,5.49E-05
57833302.14,8.91E-05
23899665.04,7.38E-05
38843065.26,1.97E-05
75760245.72,4.57E-05
23928710.61,1.56E-05
83890113.63,9.39E-05
71690091.35,3.45E-05
86520176.04,5.25E-05
23719027.2,4.48E-05
4101248.089,9.92E-06
83435492.59,6.15E-05
95581226.54,5.97E-05
29762175.51,7.45E-05
45228556.8,5.53E-05
60226976.29,8.87E-06
557247.7117,1.10E-05
28074473.95,1.55E-05
13139760.03,2.59E-05
67826473.16,5.48E-05
21634587.11,9.57E-05
95214662.88,3.65E-05
67514509.04,8.76E-05
78279506.69,2.90E-05
22362611.02,1.82E-06
36245827.51,8.38E-05
91205548.81,8.09E-05
9300414.754,9.96E-05
63678135.44,3.43E-05
91432878.81,1.39E-05
8435523.966,8.04E-06
42266282.58,1.94E-05
74727372.34,7.89E-05
26761642.5,6.00E-05
6016722.834,9.63E-06
99930449.67,1.10E-05
57156646.76,7.17E-05
96459338.38,5.02E-05
85980156.11,3.97E-05
94978475.83,1.67E-06
12218284.34,1.62E-06
84624969.16,7.96E-05
36570142.09,2.20E-05
12043507.73,8.26E-05
14121205.82,1.07E-05
26400867.8,9.02E-05
47028937.53,2.89E-05
22512864.82,1.12E-05
1916876.599,8.19E-05
59300300.62,9.91E-05
79747346.28,2.02E-05
5389441.649,8.75E-05
92008144.19,5.92E-05
76688077.81,4.65E-06
83631327.65,1.55E-05
93460864.34,5.15E-05
72848789.67,8.63E-05
61804660.89,1.15E-05
36883520.82,4.80E-05
27974546.48,4.09E-05
39545793.81,6.29E-05
37541410.2,6.45E-05
56978052.41,9.78E-05
71315820.84,6.20E-05
64009768.25,2.71E-05
6978994.084,1.52E-05
9565367.25,8.92E-05
41934689.95,4.28E-05
18011003.93,7.48E-05
59534213.13,4.43E-05
92739986.06,1.12E-05
42678104.19,8.47E-05
9468128.223,9.82E-05
62753628.51,7.19E-05
39026884.83,1.24E-05
92964095.47,1.69E-05
3201748.367,3.57E-06
5089117.461,6.95E-05
29267987.87,2.72E-05
72557060.11,1.38E-05
80395003.73,9.64E-05
1728060.031,5.57E-05
59715287.4,7.36E-05
57704247.59,6.95E-05
35217667.19,7.11E-05
97808755.5,9.95E-05
22077400.87,4.57E-05
84543574.54,4.85E-05
20866604.31,4.95E-05
98275006.69,1.28E-06
6856747.388,8.89E-05
22028289.84,1.64E-05
17978033.12,1.14E-05
9751998.427,9.87E-05
9483113.866,3.06E-05
32387914.14,8.25E-06
78293657.45,9.12E-05
37694189.03,1.55E-05
23147536.04,1.32E-05
47012429.82,3.22E-05
78843652.16,7.62E-05
16251558.26,6.31E-05
57309648.27,4.61E-05
25387608.43,6.30E-05
32801890.62,9.50E-05
85563623.85,5.20E-05
60055782.55,7.21E-05
41123528.99,4.70E-06
34723605.08,5.74E-05
76194073.82,3.09E-05
40785653.87,2.08E-05
25153581.83,5.12E-05
59080890.23,6.66E-06
12149271.73,5.85E-05
48857367.05,5.09E-05
23099898.84,9.35E-05
7698997.553,7.68E-05
70309551.14,3.31E-05
58583097.21,1.24E-05
1415338.25,6.83E-05
53917872.99,3.18E-05
58632917.64,7.54E-05
81621333.84,4.37E-05
98957126.79,7.12E-05
74833262.8,7.95E-05
91600522.47,1.36E-05
66002494.64,2.35E-05
47295740.38,7.12E-05
63813571.2,8.84E-05
25496291.8,7.49E-05
93463920.89,9.21E-06
74838636.72,8.60E-05
99408185.44,4.37E-05
53967812.52,1.97E-05
57255129.46,7.03E-05
10629077.89,4.08E-05
96207768.35,6.24E-05
22223825.02,4.27E-05
20907508.3,6.25E-05
18915110.06,5.38E-05
86249440.02,4.44E-05
58455519.52,4.42E-05
4951222.092,6.43E-05
35178600.56,2.49E-06
17476809.37,5.13E-05
4480092.006,3.58E-05
12962633.13,8.06E-05
91394867.3,2.28E-05
95009003.89,4.27E-05
65488796.19,6.71E-05
47341674.39,7.89E-05
22747357.44,8.86E-05
59611175.84,4.06E-05
46734166.31,7.57E-05
73528015.46,1.48E-05
56500257.21,4.08E-05
25178882.01,9.69E-05
66015223.34,6.54E-05
91753873.97,9.81E-06
4733743.526,7.08E-05
62275563.5,8.46E-05
94732806.47,1.28E-06
94129276.68,9.74E-05
70394836.62,3.12E-05
11783196.71,4.47E-05
23353864.13,6.99E-05
60153334.95,2.03E-05
99678590.58,8.70E-05
9956313.66,1.69E-05
90155235.42,5.73E-05
18762112.78,1.20E-05
83087275.53,4.43E-05
43368741.02,8.22E-06
66675024.84,8.55E-05
71310545.23,4.08E-05
35056339.76,7.84E-05
71309379.57,3.23E-05
96757488.6,9.43E-05
15383883.67,9.84E-06
12006923.27,4.20E-05
38005799.6,5.60E-06
87133495.02,4.08E-05
12734843.34,7.83E-05
24388298.36,2.59E-06
36265412.47,8.86E-05
93527221.84,7.31E-05
51854039.01,1.83E-05
13349899.21,8.76E-05
22977039.87,1.05E-05
85132764.26,9.71E-05
86139531.65,7.29E-05
69310399.65,1.32E-05
68928594.01,7.29E-05
88012886.56,9.46E-05
98212219.78,7.25E-05
91328102.35,1.39E-06
28603480.69,9.13E-05
5217039.3,8.41E-05
28079341.39,6.64E-05
38732718.82,8.49E-05
60976896.91,8.71E-05
93977393.95,6.38E-05
68724174.97,1.43E-05
53806689.32,3.72E-05
40079942.35,2.61E-05
56738566.97,1.20E-05
76658995.99,3.58E-06
44061298.63,1.70E-05
20674340.83,1.69E-05
2913817.236,9.47E-05
82414706.73,5.90E-05
57985677.71,6.39E-05
88490141.37,5.69E-05
15540968.04,9.27E-05
51316896.84,3.17E-05
60502163.05,8.96E-06
21200440.44,1.67E-05
28088170.08,6.01E-05
7139170.943,4.75E-05
23525625.88,4.21E-05
11212400.1,2.30E-05
32718264.11,5.83E-05
14832320.72,9.74E-06
16398308.82,2.98E-05
55149026.33,9.23E-05
65562890.73,1.65E-05
69731148.27,9.28E-05
66438404.56,8.52E-05
38614873.38,2.66E-05
58692657.08,6.38E-05
60240785.12,9.49E-05
21105326.9,6.40E-05
99571746.11,6.64E-05
63818661.99,5.72E-05
47601840.58,4.82E-05
18557733.05,8.72E-05
33209323.32,7.59E-06
48384884.7,5.35E-05
6322170.27,6.26E-05
5730718.066,2.33E-05
26283020.1,8.47E-05
12970487.97,1.03E-05
49924769.27,2.64E-05
42573944.04,3.92E-05
24855892.92,7.92E-05
92804886.37,4.56E-06
88227029.99,2.80E-05
82725632.24,5.61E-05
5781384.149,4.18E-06
78205770.08,9.28E-05
86672764.47,7.92E-05
21572281.39,3.30E-05
39762978.68,5.17E-05
18158480.13,6.81E-05
37078341.17,3.47E-05
45106437.54,9.99E-05
67350454.03,7.25E-05
13063350.01,7.58E-05
12040919.21,7.37E-05
89140585.82,8.06E-05
14447709.52,9.66E-05
10686867.18,9.14E-05
85221959.71,6.85E-05
25727262.31,3.09E-05
29702063.98,5.77E-06
40338997.53,1.97E-05
84528030.79,5.16E-05
5828262.38,5.14E-05
63136784,5.15E-05
77041495.17,7.74E-05
82107728.41,4.16E-05
43953586.26,7.02E-05
5051932.663,4.33E-05
17374000.57,5.77E-06
59810380.03,3.40E-05
29161219.56,6.29E-05
95253128.97,2.00E-05
98584420.76,7.04E-05
50819654.54,9.53E-05
94229325.6,2.21E-06
46528206.6,2.73E-05
4879606.525,5.32E-05
67130444.08,8.42E-05
13895234.02,4.51E-05
75308362.65,5.85E-05
48482010.63,1.75E-05
42599886.45,9.54E-05
22367164.88,2.63E-05
68743420.4,4.69E-05
1563349.523,8.57E-05
48068153.68,5.50E-05
65051150.88,5.78E-05
27408354.7,8.20E-06
61910604.37,2.70E-05
54162211.71,1.68E-06
86512548.31,9.29E-05
37633459.44,3.01E-06
54028349.01,4.87E-05
21841091.78,9.99E-05
31135910.96,4.22E-05
87774231.46,8.42E-05
63308932.43,8.10E-05
73752216.64,6.90E-06
9447412.661,6.05E-05
89612259.82,5.13E-05
81978353.6,2.24E-05
30648767.76,4.88E-05
82154263.75,2.23E-05
90038806.73,9.92E-05
33176181.14,3.39E-05
78271851.6,6.06E-05
64671721.22,7.87E-05
78953304.35,3.32E-05
61918980.8,2.88E-05
82145297.64,7.99E-05
86828926.71,2.73E-05
41828145.52,6.86E-05
62533916.51,4.82E-05
13738034.85,3.30E-06
39247837.9,9.41E-05
26600373.54,5.91E-05
3599401.104,9.47E-05
1702900.422,3.36E-05
29421962.17,3.23E-05
62215637.34,7.26E-05
83006768.34,2.40E-05
30122494.1,9.29E-05
70244676.67,1.13E-05
62375368.68,6.44E-05
11654642.64,6.10E-05
44154741.01,7.49E-05
54916766.22,1.10E-05
84862914.78,7.44E-05
73925284.99,8.43E-05
37766286.7,9.31E-05
3775002.172,8.77E-06
49471278.53,3.25E-05
19495920.59,4.55E-05
52743576.28,4.86E-05
96844194.97,4.72E-05
96940399.46,3.06E-05
6943302.653,7.24E-05
54970163.58,1.75E-05
29173570.77,2.38E-05
77329756.54,1.34E-06
70382760,8.26E-05
9547722.078,9.70E-05
75038306.48,9.44E-05
84667808.06,6.71E-06
71350241.87,3.89E-06
88131240.38,6.31E-05
63030024.24,5.51E-05
47593792.67,7.16E-06
2581036.123,2.22E-05
38001312.59,5.87E-05
66581483.72,6.00E-05
93886742.66,6.52E-05
83010796.11,7.42E-05
67293326.25,7.98E-05
7996121.273,1.69E-05
89436562.66,3.65E-05
32788701.23,4.46E-05
25847373.72,4.74E-06
66734146.36,9.52E-05
75208977.44,9.29E-05
21901409.27,9.65E-05
48919934.67,3.44E-05
5027097.509,5.75E-05
57637441.65,4.55E-05
4300603.66,5.52E-05
81870290.65,9.35E-05
95029250.63,6.13E-06
44915817.35,2.14E-05
62156037.09,2.17E-05
27670845.45,3.18E-05
46733004.48,2.25E-05
14508134.25,1.69E-05
82069846.9,1.99E-05
47936412.89,6.76E-05
60979567.55,8.65E-05
30320661.81,6.22E-05
67031221.17,6.74E-05
3739324.841,7.53E-05
78222644.28,1.84E-05
739070.5506,6.74E-05
54249381.32,1.72E-05
62082194.32,1.12E-05
28636631.39,9.81E-05
26832438.01,9.05E-05
85738478.4,8.95E-06
66894840.42,3.95E-05
15532772.15,8.84E-05
54557260.33,2.75E-05
85132138.8,1.20E-05
43636226.49,5.75E-05
67350495,6.68E-05
1344523.854,5.50E-05
55439651.08,1.13E-05
7165144.181,9.63E-05
16837214.18,3.38E-05
83612544.54,5.74E-05
27599634.61,5.93E-05
19895397.7,4.30E-05
71005391.18,1.87E-05
31984664.37,4.18E-05
19793404.4,7.46E-05
29928170.08,7.35E-05
50201156.18,4.74E-05
64682465.2,5.83E-05
43155766.71,2.81E-05
66771944.41,7.74E-05
43861721.88,6.42E-05
38250845.49,4.91E-05
94910960.37,5.61E-05
13722795.79,7.85E-05
79509145.97,7.81E-06
23317997.35,7.89E-05
91643602.44,1.21E-05
43792297.01,9.48E-05
71293508.38,4.44E-06
87614784.84,6.01E-05
39190875.04,6.95E-05
15306770.77,7.03E-05
98776282.99,6.89E-05
41093050.14,8.63E-05
96547514.84,6.69E-05
23336118.49,3.14E-05
29698155,3.85E-06
45808474.95,7.97E-05
63614480.24,9.84E-05
76911494.75,6.82E-05
48323857.73,9.19E-05
71972598.89,7.39E-05
29978906.94,3.24E-05
25259047.7,6.25E-05
78827431.14,1.21E-05
7709466.486,9.41E-06
41078556.37,7.17E-05
3320027.253,4.08E-05
50563273.28,4.55E-05
28429788.44,8.28E-05
22270058.11,5.68E-05
8282635.105,8.19E-05
954170.8958,9.94E-05
76586901.5,7.06E-05
43294508.5,2.20E-05
64360983.7,1.48E-05
69583014.1,7.43E-05
44178145.05,4.41E-05
3343763.331,3.27E-05
81236188.35,8.26E-05
51087714.31,1.96E-05
7346857.04,1.58E-06
75269720.08,2.88E-05
78362130.76,4.68E-05
39032973.89,8.35E-05
87181018.02,9.19E-05
47819773.45,1.78E-05
19587891.37,5.54E-05
90226464.18,3.05E-05
49853587.16,4.73E-05
76116684.96,9.35E-05
23327431.91,4.75E-05
73954726.23,3.62E-05
12825164.8,4.63E-05
81217197.87,2.94E-05
7749580.106,7.64E-05
52779445.01,2.30E-05
63569711.67,4.47E-05
93981113.52,9.84E-05
92878910.11,8.08E-05
42046808.32,4.48E-05
88211154.88,8.41E-05
68104575.66,4.95E-05
13541982.32,9.24E-05
29375751.42,1.52E-05
55554206.17,8.41E-05
53891821.15,6.18E-05
14002158.99,3.29E-05
63776460.54,1.09E-05
72570878.12,7.73E-05
77694223.65,3.88E-05
50437052.63,7.91E-05
62747641.66,6.58E-05
21016380.22,5.34E-05
28804329.45,1.35E-05
66432990.29,3.84E-05
91338038.02,7.10E-06
68573140.17,7.20E-05
8680247.735,6.61E-05
7706339.535,9.33E-05
51171938.03,3.72E-06
63104434.72,8.36E-05
20854472.01,9.46E-05
64236972.7,3.40E-05
74636508.16,1.83E-05
81945293.17,6.00E-05
48473642.74,9.55E-06
61646230.11,7.70E-05
95116096.9,3.48E-05
4742077.562,6.21E-05
74151454.95,8.93E-05
3270484.932,3.04E-05
11707094.76,6.27E-05
68250858.91,5.02E-06
79640987.73,3.75E-05
44552255.69,8.87E-06
40510954.26,7.82E-05
63002318.95,5.19E-05
56343478.79,1.96E-05
16982871.01,9.08E-05
40853926.7,6.54E-05
22534253.13,1.87E-05
36485311.83,8.30E-05
96547152.63,7.57E-05
18442228.34,8.32E-05
83542674.6,3.29E-05
12483295.86,1.55E-05
52447990.03,9.93E-05
67941557.69,7.69E-05
69091523.35,5.20E-05
98947133.85,9.56E-06
77647702.29,7.75E-05
91812079.84,2.28E-06
43913041.11,6.60E-06
86384668.8,3.66E-05
67084640.03,2.93E-05
6409576.133,4.12E-05
53946827.95,2.15E-06
69232507.68,9.68E-05
89490505.9,9.18E-05
3214941.166,2.57E-05
62480720.76,5.99E-05
76190957.44,7.36E-05
39309956.76,8.46E-06
13513537.28,9.69E-05
36281711.84,6.50E-06
32098429.92,5.47E-05
55294777.72,9.18E-05
98618924.42,6.12E-05
42223345.71,2.02E-05
56908914.91,1.06E-05
59657595.77,3.06E-05
19833667.45,4.49E-06
37186025.01,9.54E-05
5450208.43,7.19E-05
92340619.91,4.71E-05
98709333.56,3.60E-06
62056028.36,5.69E-05
65474990.11,5.61E-05
17888967.74,9.43E-06
81173382.88,3.75E-05
27737841.86,6.69E-05
77411059.49,8.12E-06
92419592.22,5.87E-05
93528860.64,9.39E-05
67951835.07,8.11E-05
10693683.35,7.01E-05
57012851.08,8.80E-05
61052796.66,8.13E-05
74325342.2,4.86E-05
62548621.71,8.36E-05
6563882.785,8.62E-05
87031956.25,1.85E-05
54830013,3.32E-05
96527905.66,6.48E-05
21489514.65,2.14E-05
80016656.28,9.48E-05
5181128.234,1.42E-06
90093933.71,1.60E-06
38563926.98,9.02E-05
27978455.62,7.70E-05
14644585.8,6.73E-05
75023485.82,9.36E-05
3406519.765,8.17E-05
68144881.36,6.06E-05
92986124.24,2.94E-05
38173908.03,4.20E-05
78314807.87,9.74E-05
72379982.67,8.11E-06
10955472.88,2.36E-05
51177066.43,1.26E-05
93447449.34,5.55E-05
36595281.78,2.17E-05
59111661.6,4.17E-05
57511659.94,2.19E-05
28557542.3,8.68E-05
5650152.462,7.88E-06
20670809.68,9.22E-05
47454091.9,1.30E-05
87202622.64,6.67E-06
30018225.86,5.32E-05
66446631.45,7.99E-05
76493587.97,5.20E-05
21634447.09,4.98E-05
92388617.89,8.24E-05
76201689.67,9.03E-05
51077300.31,8.43E-05
10680038.94,5.49E-06
40662694.43,4.50E-05
96885784.56,3.18E-05
96696698.44,4.07E-05
11856953.2,9.24E-05
95216307.61,6.51E-05
44125094.3,1.22E-05
64484220.19,5.24E-05
21055146.84,7.99E-05
2504889.865,7.00E-05
32989210.19,1.27E-05
9224744.59,6.77E-05
90074444.59,4.19E-05
37290600,5.82E-05
88561562.49,6.26E-05
14477764.06,3.48E-05
83782408.35,1.63E-05
10245595.12,4.05E-05
21802711.82,3.28E-05
24891424.19,6.63E-05
99606577.09,6.37E-05
93544314.31,4.85E-05
56794226.51,5.91E-05
9090808.752,2.86E-06
69056172.36,8.09E-05
55984939.32,3.26E-05
47674605.64,6.04E-05
98718510.05,4.44E-05
5105826.008,7.20E-05
8262079.021,7.59E-05
76697640.13,1.02E-05
40090477.77,2.37E-05
74521326.67,4.78E-05
94904756.93,1.03E-05
73065458.18,3.77E-05
99277578.19,4.58E-05
63426388.45,4.59E-05
68610847.82,6.64E-05
44267664.4,9.55E-05
6863370.555,6.03E-05
38559354.5,6.76E-05
54192191.68,2.34E-05
63589289.49,9.17E-05
79665400.37,3.28E-05
88512616.52,8.55E-05
90417283.21,5.11E-05
26286984.03,3.40E-05
71552220.05,1.95E-05
79516915.23,4.21E-05
81752972.25,1.32E-05
42234528.28,6.18E-05
18678583.14,9.51E-05
83185263.15,4.46E-05
68533152.52,2.37E-06
36316425.28,6.80E-05
7643731.058,6.96E-05
79912574.42,1.96E-05
20681145.28,2.57E-06
36827645.03,1.12E-05
55767649.22,7.42E-05
61872357.7,5.78E-05
25414819.72,4.75E-05
97617010.91,7.26E-05
30941986.12,5.73E-05
62252120.38,4.75E-05
26975921,2.52E-05
38146658.62,6.98E-05
25219109.1,7.37E-05
81934042.36,6.25E-05
15015502.29,2.51E-05
77644157.27,1.46E-06
77371097.68,9.93E-05
42957652.07,9.88E-05
20597587.37,8.89E-05
85653434.19,1.68E-05
447516.4866,5.72E-05
94493357.56,2.77E-05
62241030.06,2.95E-05
16750354.58,1.88E-05
95749430.74,4.34E-05
4692698.98,7.44E-05
96561052.01,9.20E-06
6357301.146,4.37E-05
50534463.48,9.53E-05
51223427.75,2.60E-05
52459299.98,2.93E-05
21052605.29,4.74E-05
87751839.79,3.79E-05
32841030,2.44E-05
62202716.92,9.17E-05
16861381.3,4.37E-05
72547805.45,2.43E-05
20255401.71,1.06E-05
18182749.45,2.19E-05
84149584.89,5.21E-05
15283539.42,2.91E-05
45578081.29,1.43E-05
68790447.4,4.25E-05
79303433.81,2.79E-05
36584933.55,8.72E-05
94475252.1,7.90E-05
93363945.97,1.90E-05
38428471.54,7.77E-05
5085528.195,1.38E-05
34720668.14,4.38E-05
3604278.156,9.43E-05
31954010.05,4.89E-05
22374200.19,3.49E-05
7472522.861,9.65E-06
53790279.37,5.48E-05
94597895.49,7.27E-05
71932495.83,4.02E-05
10521550.89,2.74E-05
29851541.29,2.25E-05
21179469.11,4.29E-06
97879512.48,3.07E-05
58297193.66,4.80E-05
88922721.27,5.46E-05
42362188.87,7.62E-05
62021569.98,6.28E-05
6707140.856,1.02E-05
30394774.05,3.43E-05
64428328.57,9.65E-05
41648016.75,6.08E-05
11209569.2,2.09E-05
59308977.84,4.86E-05
58813116.78,5.89E-05
88589606.02,5.59E-05
21167565.19,5.87E-06
16367480.92,9.95E-05
31785843.1,5.44E-05
45430862.04,6.21E-05
73096094.75,9.28E-05
77745782.66,1.65E-05
15626544.61,8.83E-05
54060733.26,4.98E-05
6746181.975,5.11E-05
68296752.53,3.45E-05
37824771.83,1.50E-05
49701832.47,1.88E-05
14549175.51,9.09E-05
47794276.25,1.36E-05
37608061.66,6.62E-05
38940448.42,4.42E-05
97320749.2,8.63E-05
76317935.69,1.61E-05
48082094,6.24E-05
50982533.3,3.53E-05
14436912.51,1.21E-05
4348567.767,9.49E-05
77757323.51,6.02E-05
20161559.67,3.89E-05
87299609.49,3.96E-05
50535350.99,4.81E-05
96407268.02,2.21E-05
60776092.09,5.35E-05
27845692.29,6.25E-05
48993957.27,9.60E-05
52891043.25,1.49E-05
19794778.4,5.58E-05
67918249.31,3.60E-05
69951633.62,7.33E-05
14758050.4,9.18E-05
86089118.73,8.37E-05
97649930.58,7.27E-05
36917732.21,2.76E-05
28304701.54,4.75E-05
62831938.86,9.04E-06
4586192.424,1.19E-05
68971402.28,4.81E-05
84280544.94,6.90E-05
80299977.51,7.04E-05
15833598.7,4.76E-05
49411118.53,9.99E-05
48588617.03,9.45E-06
79188144.23,9.69E-05
43339341.88,4.61E-05
773168.5694,4.44E-05
69168369.24,5.05E-05
47080120.14,5.52E-05
32475898.65,6.46E-05
72168334.26,4.38E-05
73153980.85,4.42E-05
5133104.846,3.41E-05
390121.6252,9.98E-05
22625023.53,9.39E-05
47012451.32,2.26E-05
34781143.72,7.44E-05
59102735.37,4.03E-05
15575109.1,3.20E-05
62010703.1,6.48E-05
17085541.15,4.43E-05
2892977.24,9.49E-05
67786205.5,4.98E-05
43452600.81,2.92E-05
25204025.25,7.13E-05
98851377.91,3.77E-05
31005486.56,7.85E-05
34008493.1,3.50E-05
49054921.19,4.98E-05
40179596.73,5.42E-05
23286048.91,6.29E-05
72408660.01,7.17E-05
30848457.03,2.32E-05
36282655.3,9.93E-05
25478337.67,2.12E-05
83849434.11,5.58E-05
93827588.24,7.61E-05
54738510.73,5.75E-05
1775658.934,7.85E-05
66605218.51,7.84E-05
42464991.8,8.44E-05
24474716.03,8.89E-05
3410551.69,2.92E-06
36889023.08,2.73E-05
34984582.01,2.07E-05
22507904.37,2.17E-05
19623031.22,8.24E-05
85677802.09,7.10E-05
51782764.47,3.72E-05
51478965.63,2.53E-05
65460524.66,8.01E-05
90557489.78,8.43E-05
17901826.41,8.87E-05
73074096.62,7.69E-05
68387423.01,1.12E-05
63151363.79,1.15E-05
4452572.307,6.01E-05
24266126.38,6.87E-05
31680608.83,9.22E-05
20799176.26,6.32E-05
64174904.48,3.61E-05
82168616.93,6.26E-05
19955445.1,4.83E-05
24058805.74,2.99E-05
14190422.42,1.03E-05
22814854.16,3.63E-05
77068242.16,8.36E-05
47342516.14,5.74E-05
76807658.54,6.17E-05
9347519.648,3.31E-05
69279585.63,5.33E-05
93040245.25,9.75E-05
10881389.02,5.97E-05
19114096.16,5.65E-05
77542596.7,7.32E-05
9956095.202,8.34E-06
37126831.31,7.40E-05
43719339.82,3.04E-05
91050550,6.31E-05
93437081.35,7.11E-06
51333519.26,9.93E-05
87782976,5.95E-05
38494839.14,1.88E-05
88353781.66,9.68E-06
56502760.15,7.90E-05
54361471.07,1.55E-05
28401373.84,6.21E-05
43462388.42,7.60E-05
99482331.77,9.51E-05
35896250.15,5.98E-05
70397550.62,3.93E-05
16807034.48,9.30E-05
56491247.71,8.83E-05
88746504.78,9.24E-05
37576172.26,7.07E-05
71281992.89,3.75E-05
71599606.88,8.60E-05
82036225.2,9.69E-05
80918792.06,1.42E-05
995400.0906,4.30E-05
